1	2
I had a talk with Tom.	Ich hatte ein Gespräch mit Tom.
I had a talk with Tom.	Ich hatte eine Unterhaltung mit Tom.
I had better ask them.	Ich sollte sie besser fragen.
I had dinner with Tom.	Ich habe mit Tom zu Abend gegessen.
I had my money stolen.	Mir wurde mein Geld gestohlen.
I had my watch stolen.	Meine Uhr wurde gestohlen.
I had my watch stolen.	Meine Uhr wurde mir gestohlen.
I had my watch stolen.	Mir wurde die Uhr gestohlen.
I had no other choice.	Ich hatte keine andere Wahl.
I had nothing to lose.	Ich hatte nichts zu verlieren.
I had nowhere to hide.	Ich konnte mich nirgends verstecken.
I had to be very firm.	Ich mußte sehr bestimmt sein.
I had to stay at home.	Ich musste zu Hause bleiben.
I happen to live here.	Zufällig bin ich hier zu Hause.
I hardly ever do that.	Ich tu das praktisch nie.
I hate class reunions.	Ich hasse Klassentreffen.
I hate guys like that.	Ich hasse solche Kerle.
I hated history class.	Ich habe den Geschichtsunterricht gehasst.
I have a Japanese car.	Ich habe ein japanisches Auto.
I have a bad headache.	Ich habe starke Kopfschmerzen.
I have a crush on you.	Ich bin in dich verknallt.
I have a gift for you.	Ich habe ein Geschenk für dich.
I have a gift for you.	Ich habe ein Geschenk für euch.
I have a gift for you.	Ich habe ein Geschenk für Sie.
I have a good job now.	Ich habe jetzt eine gute Arbeit.
I have a great memory.	Ich habe ein sehr gutes Gedächtnis.
I have a great memory.	Ich habe ein sehr gutes Erinnerungsvermögen.
I have a half brother.	Ich habe einen Halbbruder.
I have a half-brother.	Ich habe einen Halbbruder.
I have a headache now.	Ich habe jetzt Kopfschmerzen.
I have a large family.	Ich habe eine große Familie.
I have a leaky faucet.	Ich habe einen tropfenden Wasserhahn.
I have a library card.	Ich habe eine Bibliothekskarte.
I have a little fever.	Ich habe leichtes Fieber.
I have a lot of books.	Ich habe viele Bücher.
I have a lot of books.	Ich habe eine Menge Bücher.
I have a lot of money.	Ich habe viel Geld.
I have a pickup truck.	Ich habe einen Pick-up.
I have a slight fever.	Ich habe leichtes Fieber.
I have a student visa.	Ich habe ein Studentenvisum.
I have a tourist visa.	Ich habe ein Touristenvisum.
I have a twin brother.	Ich habe einen Zwillingsbruder.
I have a wooden table.	Ich habe einen Tisch aus Holz.
I have an explanation.	Ich habe eine Erklärung.
I have an old bicycle.	Ich habe ein altes Fahrrad.
I have another sister.	Ich habe noch eine andere Schwester.
I have certain rights.	Ich habe gewisse Rechte.
I have class tomorrow.	Ich habe morgen Unterricht.
I have gambling debts.	Ich habe Spielschulden.
I have grave concerns.	Ich habe schwere Bedenken.
I have homework to do.	Ich muss Hausaufgaben machen.
I have just come here.	Ich bin gerade hier angekommen.
I have just come here.	Ich bin einfach hergekommen.
I have life insurance.	Ich habe eine Lebensversicherung abgeschlossen.
I have life insurance.	Ich habe eine Lebensversicherung.
I have lost my camera.	Ich habe meine Kamera verloren.
I have lost my camera.	Ich habe meinen Fotoapparat verloren.
I have lost my pencil.	Ich habe meinen Stift verloren.
I have met her before.	Ich habe sie schon mal getroffen.
I have money problems.	Ich habe Geldprobleme.
I have my own reasons.	Ich habe meine eigenen Gründe.
I have no backup plan.	Ich habe keinen Ausweichplan.
I have no explanation.	Ich habe keine Erklärung.
I have no money on me.	Ich habe kein Geld dabei.
I have no money today.	Heute habe ich kein Geld.
I have nothing to eat.	Ich habe nichts zu essen.
I have nothing to say.	Ich habe nichts zu sagen.
I have one in the car.	Ich habe eins im Auto.
I have one in the car.	Ich habe eine im Auto.
I have one in the car.	Ich habe einen im Auto.
I have plenty of time.	Ich habe jede Menge Zeit.
I have studied French.	Ich habe Französisch studiert.
I have terrible pains.	Ich habe schreckliche Schmerzen.
I have terrible pains.	Ich habe furchtbare Schmerzen.
I have terrible pains.	Ich habe fürchterliche Schmerzen.
I have the dictionary.	Ich habe das Wörterbuch.
I have three children.	Ich habe drei Kinder.
I have three ex-wives.	Ich habe drei Ex-Frauen.
I have three siblings.	Ich habe drei Geschwister.
I have to do it again.	Ich muss das noch einmal machen.
I have to do it again.	Ich muss es wieder tun.
I have to do that now.	Ich muss das jetzt tun.
I have to dry my hair.	Ich muss mir die Haare fönen.
I have to feed my cat.	Ich muss meine Katze füttern.
I have to feed my cat.	Ich muss meiner Katze zu fressen geben.
I have to go shopping.	Ich muss einkaufen gehen.
I have to go tell Tom.	Ich muss es Tom sagen.
I have to go tell Tom.	Ich muss es Tom erzählen.
I have to go to sleep.	Ich muss schlafen gehen.
I have to go to sleep.	Ich muss ins Bett gehen.
I have to go to sleep.	Ich muss zu Bett gehen.
I have to go with Tom.	Ich muss mit Tom gehen.
I have to keep trying.	Ich darf nicht aufgeben.
I have to leave early.	Ich muss früher gehen.
I have to lose weight.	Ich muss abnehmen.
I have to report this.	Das muss ich melden.
I have to say goodbye.	Ich muss auf Wiedersehen sagen.
I have to take a rest.	Ich muss eine Pause einlegen.
I have to talk to Tom.	Ich muss mit Tom sprechen.
I have to wake Tom up.	Ich muss Tom wecken.
I have to walk slowly.	Ich muss langsam gehen.
I have very long hair.	Ich habe sehr langes Haar.
I haven't decided yet.	Ich habe noch keine Entscheidung getroffen.
I haven't decided yet.	Ich habe noch keinen Beschluss gefasst.
I haven't got all day.	Ich habe nicht den ganzen Tag Zeit!
I haven't lied to you.	Ich habe dich nicht angelogen.
I haven't lied to you.	Ich habe Sie nicht belogen.
I hear someone coming.	Ich höre jemanden kommen.
I heard Tom screaming.	Ich habe Tom schreien hören.
I heard a nightingale.	Ich habe eine Nachtigall gehört.
I heard it might snow.	Ich habe gehört, es schneit vielleicht.
I heard the bell ring.	Ich hörte es läuten.
I heard the door open.	Ich hörte, wie sich die Tür öffnete.
I heard the door slam.	Ich hörte das Schlagen der Tür.
I heard the good news.	Ich habe die gute Nachricht vernommen.
I heard the good news.	Ich habe die gute Nachricht gehört.
I heard the good news.	Ich hörte die gute Nachricht.
I heard what happened.	Ich habe gehört, was passiert ist.
I heard you were rich.	Ich habe gehört, du seiest reich.
I heard you were rich.	Ich habe gehört, Sie seien reich.
I heard you were rich.	Ich habe gehört, ihr seiet reich.
I heard you were sick.	Ich habe gehört, du seiest krank.
I heard you were sick.	Ich habe gehört, ihr seiet krank.
I heard you were sick.	Ich habe gehört, Sie seien krank.
I hid behind the tree.	Ich versteckte mich hinter dem Baum.
I hid in the basement.	Ich versteckte mich im Keller.
I hid in the basement.	Ich habe mich im Keller versteckt.
I hid it under my bed.	Ich habe es unter meinem Bett versteckt.
I hid under the table.	Ich habe mich unter dem Tisch versteckt.
I honestly don't care.	Es ist mir, ehrlich gesagt, egal.
I hope Tom comes soon.	Ich hoffe, Tom kommt bald.
I hope Tom is careful.	Ich hoffe, dass Tom vorsichtig ist.
I hope Tom is curious.	Ich hoffe, Tom ist neugierig.
I hope Tom isn't sick.	Ich hoffe, Tom ist nicht krank.
I hope Tom left early.	Ich hoffe, Tom hat sich frühzeitig auf den Weg gemacht.
I hope he's all right.	Ich hoffe, dass es ihm gutgeht.
I hope no one saw you.	Ich hoffe, es hat dich niemand gesehen.
I hope no one saw you.	Ich hoffe, es hat euch niemand gesehen.
I hope no one saw you.	Ich hoffe, es hat Sie niemand gesehen.
I hope no one sees us.	Ich hoffe, dass uns niemand sieht.
I hope no one sees us.	Ich hoffe, dass uns keiner sieht.
I hope no one sees us.	Ich hoffe, uns sieht niemand.
I hope no one sees us.	Ich hoffe, uns sieht keiner.
I hope you don't mind.	Ich hoffe, du hast nichts dagegen.
I hope you don't mind.	Ich hoffe, Sie haben nichts dagegen.
I hope you don't mind.	Ich hoffe, ihr habt nichts dagegen.
I hope you slept well.	Ich hoffe, du hast gut geschlafen.
I hope you understand.	Ich hoffe, du verstehst.
I hope you'll like it.	Ich hoffe, es wird dir gefallen.
I hope you'll like it.	Ich hoffe, es wird euch gefallen.
I hope you'll like it.	Ich hoffe, es wird Ihnen gefallen.
I hurt Tom's feelings.	Ich habe Toms Gefühle verletzt.
I imagine that's true.	Ich denke, das ist wahr.
I just couldn't do it.	Ich konnte es einfach nicht.
I just couldn't sleep.	Ich konnte einfach nicht schlafen.
I just don't know why.	Ich weiß nicht, warum.
I just don't like you.	Ich mag dich einfach nicht.
I just don't love Tom.	Ich liebe Tom einfach nicht.
I just heard from Tom.	Ich hab gerade von Tom gehört.
I just need some rest.	Ich brauche einfach etwas Ruhe.
I just now found this.	Das hier habe ich gerade gefunden.
I just saw a huge owl.	Ich habe gerade eine riesige Eule gesehen.
I just saw an opossum.	Ich habe gerade ein Opossum gesehen.
I just spoke with Tom.	Ich habe gerade mit Tom gesprochen.
I just started crying.	Ich habe einfach angefangen zu weinen.
I just stubbed my toe.	Ich habe mir gerade den Zeh gestoßen.
I just want the facts.	Ich will nur die Fakten.
I just want your love.	Ich will einfach nur deine Liebe.
I just want your love.	Ich will nur, dass du mich liebst.
I just want your love.	Ich will nur deine Liebe.
I just went into debt.	Ich habe mich eben verschuldet.
I knew Tom personally.	Ich kannte Tom persönlich.
I knew Tom was hungry.	Ich wusste, dass Tom hungrig war.
I knew everyone there.	Ich kannte jeden dort.
I knew what Tom meant.	Ich wusste, was Tom meinte.
I knew you were lying.	Ich wusste, dass du gelogen hast.
I knew you were lying.	Ich wusste, dass Sie gelogen haben.
I knew you would come.	Ich wusste, dass du kommen würdest.
I knew you'd be happy.	Ich wusste, du wűrdest dich freuen.
I knew you'd go there.	Ich wusste, du würdest dorthin gehen.
I knew you'd like Tom.	Ich wusste, dass du Tom mögen würdest.
I knew you'd say that.	Ich wusste, dass du das sagen würdest.
I know I deserve this.	Ich weiß, dass ich das verdiene.
I know Tom helped you.	Ich weiß, dass Tom euch geholfen hat.
I know Tom helped you.	Ich weiß, dass Tom dir geholfen hat.
I know Tom helped you.	Ich weiß, dass Tom Ihnen geholfen hat.
I know Tom is thirsty.	Ich weiß, dass Tom Durst hat.
I know Tom is wealthy.	Ich weiß, dass Tom reich ist.
I know Tom is wealthy.	Ich weiß, dass Tom wohlhabend ist.
I know Tom likes Mary.	Ich weiß, Tom mag Maria.
I know Tom loves Mary.	Ich weiß, Tom liebt Maria.
I know Tom loves Mary.	Ich weiß, dass Tom Maria liebt.
I know Tom misses you.	Ich weiß, dass Tom dich vermisst.
I know Tom's children.	Ich kenne Toms Kinder.
I know a lot about it.	Ich weiß eine Menge darüber.
I know all those guys.	Ich kenne die Kerle alle.
I know everybody here.	Ich kenne hier jeden.
I know everything now.	Jetzt weiß ich alles.
I know how Tom thinks.	Ich weiß, wie Tom denkt.
I know how old Tom is.	Ich weiß, wie alt Tom ist.
I know how that feels.	Ich weiß, was das für ein Gefühl ist.
I know how that works.	Ich weiß, wie das funkioniert.
I know how this looks.	Ich weiß, wie das aussieht.
I know how this works.	Ich weiß, wie das funkioniert.
I know how to do that.	Ich weiß, wie man das macht.
I know how to do that.	Ich weiß, wie das geht.
I know how to do this.	Ich weiß, wie das geht.
I know that I'm right.	Ich weiß, dass ich recht habe.
I know that Tom is in.	Ich weiß, dass Tom da ist.
I know that Tom knows.	Ich weiß, dass Tom es weiß.
I know these students.	Ich kenne diese Studenten.
I know this will work.	Ich weiß, dass das hier funktionieren wird.
I know what I will do.	Ich weiß, was ich machen werde.
I know what I'm doing.	Ich weiß, was ich tue.
I know what Tom knows.	Ich weiß, was Tom weiß.
I know what Tom likes.	Ich weiß, was Tom mag.
I know what Tom needs.	Ich weiß, was Tom braucht.
I know what Tom wants.	Ich weiß, was Tom will.
I know what it's like.	Ich weiß, wie es ist.
I know what they said.	Ich weiß, was sie gesagt haben.
I know what they want.	Ich weiß, was sie wollen.
I know what we can do.	Ich weiß, was wir tun können.
I know where he lives.	Ich weiß, wo er wohnt.
I know where they are.	Ich weiß, wo sie sind.
I know where you live.	Ich weiß, wo du wohnst.
I know who killed Tom.	Ich weiß, wer Tom ermordet hat.
I know why Tom is sad.	Ich weiß, warum Tom traurig ist.
I know you don't care.	Ich weiß, das ist dir wurscht.
I know you meant well.	Ich weiß, Sie haben es gut gemeint.
I know you meant well.	Ich weiß, du hast es gut gemeint.
I know you meant well.	Ich weiß, ihr habt es gut gemeint.
I know you understand.	Ich weiß, dass du verstehst.
I know you'll love it.	Ich weiß, du wirst es lieben.
I know you're in here.	Ich weiß, dass du hier drinnen bist.
I know you're shocked.	Ich weiß, dass du schockiert bist.
I know you're shocked.	Ich weiß, dass ihr schockiert seid.
I know you're shocked.	Ich weiß, dass Sie schockiert sind.
I lay awake all night.	Ich lag die ganze Nacht wach.
I learned a new trick.	Ich habe einen neuen Trick gelernt.
I learned it by heart.	Ich habe es auswendig gelernt.
I learned it from him.	Ich habe es von ihm gelernt.
I learned it from him.	Ich habe es von ihm erfahren.
I learned it from you.	Ich habe das von dir gelernt.
I learned quite a bit.	Ich habe einiges gelernt.
I leave in three days.	Ich reise in drei Tagen ab.
I left my car running.	Ich habe meinen Wagen laufenlassen.
I lied to protect you.	Ich log, um dich zu beschützen.
I lied to protect you.	Ich log, um euch zu beschützen.
I lied to protect you.	Ich log, um Sie zu beschützen.
I like French cooking.	Ich bin ein Freund der französischen Küche.
I like Korean cuisine.	Ich mag koreanische Küche.
I like Tom's approach.	Toms Herangehensweise gefällt mir.
I like being with Tom.	Ich bin gerne mit Tom.
I like being with Tom.	Ich bin gern bei Tom.
I like being with you.	Ich bin gern mit dir zusammen.
I like boys like that.	Ich mag solche Jungs.
I like dark chocolate.	Ich mag dunkle Schokolade.
I like dogs very much.	Ich liebe Hunde sehr.
I like dogs very much.	Ich mag Hunde sehr.
I like how Tom thinks.	Ich mag, wie Tom denkt.
I like milk and bread.	Ich mag Milch und Brot.
I like milk in my tea.	Ich trinke meinen Tee gerne mit Milch.
I like playing sports.	Ich treibe gern Sport.
I like playing tennis.	Ich spiele gerne Tennis.
I like skating better.	Mir gefällt skaten besser.
I like that it's soft.	Ich mag, dass das so weich ist.
I like that young man.	Mir gefällt dieser junge Mann.
I like the theme song.	Mir gefällt das Titellied.
I like their pictures.	Ich mag ihre Bilder.
I like this book best.	Ich mag dieses Buch am liebsten.
I like this love song.	Mir gefällt dieses Liebeslied.
I like this love song.	Ich mag dieses Liebeslied.
I like to buy clothes.	Ich kaufe gerne Kleidung.
I like to catch flies.	Ich fange gerne Fliegen.
I like to dye my hair.	Ich färbe mir gerne das Haar.
I like to peel apples.	Ich schäle gerne Äpfel.
I like to play soccer.	Ich spiele gern Fußball.
I like to play soccer.	Ich spiele gerne Fußball.
I like to play tennis.	Ich spiele gerne Tennis.
I like to watch anime.	Ich sehe mir gerne Animes an.
I like to write poems.	Ich mag Gedichte schreiben.
I like your frankness.	Mir gefällt deine Offenheit.
I like your frankness.	Mir gefällt dein Freimut.
I live in Boston, too.	Ich lebe auch in Boston.
I live in Boston, too.	Ich wohne auch in Boston.
I live in the country.	Ich wohne auf dem Land.
I live in the country.	Ich lebe auf dem Land.
I live with my father.	Ich wohne bei meinem Vater.
I look like my father.	Ich sehe aus wie mein Vater.
I looked right at Tom.	Ich sah Tom direkt an.
I looked right at Tom.	Ich sah Tom geraden Blicks an.
I lost a lot of blood.	Ich habe viel Blut verloren.
I lost a lot of blood.	Ich habe eine Menge Blut verloren.
I lost a lot of money.	Ich habe viel Geld verloren.
I lost my credit card.	Ich habe meine Kreditkarte verloren.
I lost my inspiration.	Ich habe meine Inspiration verloren.
I love being with Tom.	Ich liebe es, mit Tom zusammen zu sein.
I love being with you.	Ich liebe es, bei dir zu sein.
I love cucumber salad.	Ich liebe Gurkensalat.
I love having no debt.	Ich find’s schön, keine Schulden zu haben.
I love playing Chopin.	Ich spiele sehr gerne Chopin.
I love reading novels.	Ich lese sehr gerne Romane.
I love talking to you.	Ich liebe es, mit dir zu reden.
I love talking to you.	Ich unterhalte mich gerne mit dir.
I love to watch anime.	Ich liebe es, Animes anzusehen.
I love what I'm doing.	Ich liebe, was ich tue.
I love you like a son.	Ich liebe dich wie einen Sohn.
I loved Tom very much.	Ich habe Tom sehr geliebt.
I made a bad decision.	Ich habe eine schlechte Entscheidung getroffen.
I made a bad decision.	Ich traf eine schlechte Entscheidung.
I made a couple calls.	Ich habe ein paar Anrufe getätigt.
I made a lot of money.	Ich habe viel Geld verdient.
I made a snack for us.	Ich habe für uns ein paar Häppchen gemacht.
I made a snack for us.	Ich habe einen kleinen Imbiss für uns zubereitet.
I made the first move.	Ich habe den ersten Schritt getan.
I made you a bracelet.	Ich habe dir ein Armband gemacht.
I may sit in the back.	Vielleicht sitze ich hinten.
I meant to look it up.	Ich wollte es nachschlagen.
I met Tom in the park.	Ich habe Tom im Park getroffen.
I met her an hour ago.	Ich habe sie vor einer Stunde getroffen.
I met her by accident.	Ich habe sie zufällig getroffen.
I met her last winter.	Ich habe sie im letzten Winter kennengelernt.
I met your girlfriend.	Ich habe deine Freundin getroffen.
I might do that later.	Das mache ich vielleicht später.
I might order a pizza.	Ich bestelle mir vielleicht eine Pizza.
I miss my mom and dad.	Ich vermisse meine Eltern.
I miss my mom and dad.	Ich vermisse Vater und Mutter.
I miss the excitement.	Ich vermisse die Spannung.
I missed the last bus.	Ich habe den letzten Bus verpasst.
I misspelled the word.	Ich habe das Wort falsch geschrieben.
I must be leaving now.	Ich muss jetzt gehen.
I must get some sleep.	Ich brauche etwas Schlaf.
I must have dreamt it.	Ich muss es geträumt haben.
I must hurry to class.	Ich muss in den Unterricht eilen.
I must know the truth.	Ich muss die Wahrheit wissen.
I must repay my debts.	Ich muss meine Schulden zurückzahlen.
I must repay the debt.	Ich muss meine Schulden zurückzahlen.
I need Tom on my team.	Ich brauche Tom in meinem Team.
I need a bigger chair.	Ich brauche einen größeren Stuhl.
I need a box of nails.	Ich brauche eine Kiste Nägel.
I need a lot of books.	Ich brauche viele Bücher.
I need a new computer.	Ich brauche einen neuen Computer.
I need a new computer.	Ich brauche einen neuen Rechner.
I need a new mattress.	Ich brauche eine neue Matratze.
I need a new wardrobe.	Ich brauche einen neuen Kleiderschrank.
I need about a minute.	Ich brauche etwa eine Minute.
I need help with this.	Ich brauche hierbei Hilfe.
I need it by tomorrow.	Ich brauche es bis morgen.
I need some fresh air.	Ich brauche etwas frische Luft.
I need sunburn lotion.	Ich brauche Sonnenöl.
I need sunburn lotion.	Ich brauche Sonnencreme.
I need to ask a favor.	Ich muss dich um einen Gefallen bitten.
I need to get a stamp.	Ich brauche eine Briefmarke.
I need to pay my rent.	Ich muss meine Miete zahlen.
I need to rent a room.	Ich muss ein Zimmer mieten.
I need to talk to Tom.	Ich muss mit Tom reden.
I need to talk to you.	Ich muss mit dir reden.
I need to warn my mom.	Ich muss Mama warnen.
I need to warn my mom.	Ich muss meine Mutter warnen.
I need you in my life.	Ich brauche dich in meinem Leben.
I need you to help me.	Ich brauche deine Hilfe.
I need your help, Tom.	Ich brauche deine Hilfe, Tom.
I never believed that.	Das habe ich nie geglaubt.
I never drink at home.	Ich trinke nie zuhause.
I never expected this.	Das hätte ich nie erwartet.
I never forget a face.	Ich vergesse nie ein Gesicht.
I never hear anything.	Ich höre nie etwas.
I never heard him lie.	Ich hörte ihn nie lügen.
I never liked biology.	Ich mochte Biologie noch nie.
I never saw Tom again.	Ich sah Tom nie wieder.
I never saw her again.	Ich sah sie nie wieder.
I never saw her again.	Ich habe sie nie wiedergesehen.
I never saw him again.	Ich habe ihn nie wiedergesehen.
I never saw him again.	Ich sah ihn nie wieder.
I never talked to Tom.	Ich habe niemals mit Tom gesprochen.
I never told Tom that.	Ich habe das Tom nie gesagt.
I no longer live here.	Ich wohne hier nicht mehr.
I no longer live here.	Ich bin hier nicht mehr zu Hause.
I no longer need them.	Ich brauche sie nicht mehr.
I no longer want that.	Ich möchte das nicht mehr.
I no longer want that.	Ich will das nicht mehr.
I no longer want that.	Ich brauche das nicht mehr.
I no longer work here.	Ich arbeite hier nicht mehr.
I offered Tom my help.	Ich habe Tom meine Hilfe angeboten.
I often feel homesick.	Ich habe oft Heimweh.
I often make mistakes.	Ich irre mich oft.
I often make mistakes.	Ich mache oft Fehler.
I only eat vegetables.	Ich esse nur Gemüse.
I only need one thing.	Ich brauche nur eines.
I only use cane sugar.	Ich verwende nur Rohrzucker.
I only work part-time.	Ich arbeite nur halbtags.
I overslept yesterday.	Gestern habe ich verschlafen.
I owe her 100,000 yen.	Ich schulde ihr hunderttausend Yen.
I owe you ten dollars.	Ich schulde dir zehn Dollar.
I owe you ten dollars.	Ich schulde euch zehn Dollar.
I owe you ten dollars.	Ich schulde Ihnen zehn Dollar.
I paid about 50 bucks.	Ich habe um die 50 Öcken gezahlt.
I paid for it already.	Ich habe es schon bezahlt.
I phone him every day.	Ich rufe ihn jeden Tag an.
I pigged out on pizza.	Ich habe mich mit Pizza vollgestopft.
I plan on being early.	Ich habe vor, zeitig da zu sein.
I postponed the event.	Ich verschob die Veranstaltung.
I prefer cats to dogs.	Katzen sind mir lieber als Hunde.
I prefer cats to dogs.	Ich mag Katzen lieber als Hunde.
I prefer fish to meat.	Ich mag Fisch lieber als Fleisch.
I prefer fish to meat.	Ich mag lieber Fisch als Fleisch.
I prefer fish to meat.	Ich esse lieber Fisch als Fleisch.
I prefer to eat alone.	Ich ziehe es vor, allein zu essen.
I promise not to sing.	Ich verspreche, nicht zu singen.
I put it in your room.	Ich hab's in dein Zimmer getan.
I ran a race with Tom.	Ich lief mit Tom um die Wette.
I ran to the bus stop.	Ich rannte zur Bushaltestelle.
I rarely catch a cold.	Ich erkälte mich selten.
I rarely get visitors.	Ich bekomme nur selten Besuch.
I rarely walk to work.	Ich gehe selten zu Fuß zur Arbeit.
I read a lot of books.	Ich lese viele Bücher.
I read a lot of books.	Ich habe viele Bücher gelesen.
I really am very busy.	Ich bin wirklich sehr beschäftigt.
I really do want that.	Das will ich unbedingt.
I really enjoyed that.	Ich habe es in der Tat genossen.
I really enjoyed that.	Das hat mir wirklich Freude gemacht.
I really enjoyed that.	Ich hatte wirklich Freude daran.
I really enjoyed that.	Das hat mir wirklich Spaß gemacht.
I really feel for you.	Du tust mir wirklich leid.
I really like it, too.	Ich mag es auch sehr.
I really like puppies.	Ich mag Welpen sehr.
I really like seafood.	Ich mag sehr gerne Meeresfrüchte.
I really love my work.	Ich liebe meine Arbeit wirklich.
I really love the sun.	Ich liebe die Sonne sehr.
I really miss my wife.	Ich vermisse meine Frau sehr.
I really want to know.	Ich will es wirklich wissen.
I really want to know.	Ich will das wirklich wissen.
I really want to sing.	Ich will so gerne singen!
I really want to stay.	Ich möchte wirklich bleiben.
I recognized his face.	Ich habe sein Gesicht wiedererkannt.
I recognized the name.	Ich habe den Namen wiedererkannt.
I remember everything.	Ich erinnere mich an alles.
I remember everything.	Ich behalte mir alles.
I remember it vividly.	Ich kann mich lebhaft daran erinnern.
I remember seeing her.	Ich erinnere mich daran, sie gesehen zu haben.
I remember seeing him.	Ich erinnere mich, ihn zu sehen.
I remember that laugh.	Ich erinnere mich an dieses Lachen.
I remember what I ate.	Ich weiß noch, was ich gegessen habe.
I require your advice.	Ich brauche deinen Rat.
I require your advice.	Ich benötige Ihren Rat.
I ride a bike to work.	Ich fahre mit dem Fahrrad zur Arbeit.
I said I wasn't ready.	Ich sagte, ich sei nicht bereit.
I said goodbye to Tom.	Ich verabschiedete mich von Tom.
I saw Tom in the park.	Ich habe Tom im Park gesehen.
I saw Tom play tennis.	Ich habe Tom beim Tennisspielen gesehen.
I saw Tom play tennis.	Ich sah Tom Tennis spielen.
I saw him in the park.	Ich habe ihn im Park gesehen.
I saw that one coming.	Ich sah, dass einer kam.
I saw the whole thing.	Ich habe die ganze Sache gesehen.
I say it all the time.	Ich sage das die ganze Zeit.
I see a red car ahead.	Ich sehe ein rotes Auto vor mir.
I see what's going on.	Ich sehe, was los ist.
I seldom speak to him.	Ich spreche kaum mit ihm.
I seldom walk to work.	Ich gehe selten zu Fuß zur Arbeit.
I sent Tom my picture.	Ich habe Tom ein Bild von mir geschickt.
I shave every morning.	Ich rasiere mich jeden Morgen.
I should be at school.	Ich sollte in der Schule sein.
I should be in charge.	Ich sollte hier das Sagen haben!
I should go to Boston.	Ich sollte nach Boston gehen.
I should just go home.	Ich sollte einfach nach Hause gehen.
I should learn French.	Ich sollte Französisch lernen.
I should wash my hair.	Ich sollte mir die Haare waschen.
I should've done that.	Das hätte ich tun sollen.
I should've gone home.	Ich hätte nach Hause gehen sollen.
I should've said that.	Ich hätte das sagen sollen.
I shouldn't have lied.	Ich hätte nicht lügen sollen.
I signed the contract.	Ich unterschrieb den Vertrag.
I sleep on my stomach.	Ich schlafe auf dem Bauch.
I slept on my stomach.	Ich schlief bäuchlings.
I slept on my stomach.	Ich schlief auf dem Bauch.
I sneeze all the time.	Ich muss andauernd niesen.
I speak English a lot.	Ich spreche viel Englisch.
I spoke French to Tom.	Ich habe mit Tom Französisch gesprochen.
I spoke to Tom myself.	Ich habe selbst mit Tom gesprochen.
I spoke to my parents.	Ich habe mit meinen Eltern gesprochen.
I stayed home all day.	Ich bin den ganzen Tag zu Hause geblieben.
I stayed home all day.	Ich blieb den ganzen Tag zu Hause.
I stayed up all night.	Ich war die ganze Nacht auf.
I still have your key.	Ich habe immer noch deinen Schlüssel.
I still have your key.	Ich habe immer noch Ihren Schlüssel.
I stopped going there.	Ich gehe dort nicht mehr hin.
I suppose that's true.	Ich schätze, es stimmt.
I swim in the morning.	Ich schwimme morgens.
I switched off the TV.	Ich habe den Fernseher ausgeschaltet.
I tend to catch colds.	Ich erkälte mich leicht.
I think I smell a rat.	Ich glaube, da ist etwas faul dran.
I think I smell smoke.	Ich glaube, ich rieche Rauch.
I think I'd like that.	Ich glaube, das würde mir gefallen.
I think I'll be going.	Ich denke, ich werde gehen.
I think I'll call Tom.	Ich glaube, ich rufe jetzt Tom an.
I think I'll watch TV.	Ich glaube, ich setze mich vor die Glotze.
I think Mary likes me.	Ich denke, Maria mag mich.
I think Tom is a hero.	Ich finde, Tom ist ein Held.
I think Tom is a liar.	Ich halte Tom für einen Lügner.
I think Tom is asleep.	Ich glaube, Tom schläft.
I think Tom is honest.	Ich glaube, Tom ist ehrlich.
I think Tom is honest.	Ich denke, Tom ist aufrichtig.
I think Tom is lonely.	Ich glaube, Tom ist einsam.
I think Tom is normal.	Ich halte Tom für normal.
I think Tom is normal.	Ich denke, Tom ist normal.
I think Tom is skinny.	Ich denke, Tom ist mager.
I think Tom is sneaky.	Ich glaube, Tom ist raffiniert.
I think Tom is sneaky.	Ich halte Tom für raffiniert.
I think Tom is thirty.	Ich glaube, Tom ist dreißig.
I think Tom knew Mary.	Ich glaube, Tom kannte Maria.
I think Tom knows why.	Ich denke, dass Tom weiß warum.
I think Tom likes you.	Ich denke, Tom mag dich.
I think Tom said that.	Ich glaube, Tom sagte das.
I think Tom said that.	Ich glaube, Tom hat das gesagt.
I think Tom said that.	Ich glaube, das sagte Tom.
I think Tom should go.	Ich finde, Tom sollte gehen.
I think Tom was drunk.	Ich glaube, Tom war betrunken.
I think he won't come.	Ich denke, dass er nicht kommen wird.
I think he won't come.	Ich glaube nicht, dass er kommt.
I think highly of him.	Ich halte große Stücke auf ihn.
I think it's nonsense.	Ich halte das für Unsinn.
I think they know you.	Ich denke, sie kennen dich.
I think they like you.	Ich denke, dass sie dich mögen.
I think they're happy.	Ich denke, sie sind glücklich.
I think they're lying.	Ich glaube, dass sie lügen.
I think they're lying.	Ich glaube, sie lügen.
I think they're lying.	Ich glaube, die lügen.
I think they're wrong.	Ich meine, die irren sich.
I think this is great.	Ich denke, das ist großartig.
I think this is yours.	Ich denke, das gehört dir.
I think we can manage.	Ich denke, wir kommen schon klar.
I think we have to go.	Ich finde, wir müssen gehen.
I think we need those.	Ich glaube, wir brauchen die da.
I think we'll be fine.	Ich denke, es wird uns gut gehen.
I think you know that.	Ich denke, das weißt du.
I think you look fine.	Ich denke, du siehst gut aus.
